J9070	115.5181	25.1622	高云山乡	548.9
J9157	115.3894	24.9544	三百山镇	311.0
J9268	115.3153	24.9975	镇岗乡	311.0
J9269	115.2142	24.9106	鹤仔镇	260.0
J7259	113.7928	27.8206	斑竹村	134.0
J7296	113.9375	27.1417	荷花博览园	215.0
J7251	114.1017	27.2825	路口镇政府	269.0
J7045	114.8369	27.9322	敬老院	90.2
J7047	114.8614	27.6458	谢家村	95.2
J7055	114.6806	27.6850	金鸡布村	89.5
